player,evaluations,count_differential_evaluations
0,50075,134
0,168267,595
0,142105,1086
0,197598,2148
0,232028,3071
0,211695,3278
0,199849,4720
0,140732,7867
0,135264,27479
0,139015,45861
0,257096,212617
0,268057,198302
0,249205,208562
0,258508,144449
0,294718,270988
0,289138,164876
0,284060,72305
0,265662,207105
0,69476,16428
0,0,0
0,0,0
0,0,0
0,50075,134
0,268685,940
0,261414,1921
0,254602,2115
0,243660,3173
0,211917,3615
0,182374,3811
0,170395,4662
0,142402,17856
0,117482,19828
0,96308,25858
0,90710,35968
0,86875,44699
0,63714,33720
0,253911,216622
0,254830,216217
0,251754,198381
0,259344,166825
0,277002,219622
0,272225,215979
0,259033,175245
0,150634,64730
0,72920,36759
0,0,0
0,0,0
0,50075,134
0,253706,817
0,255912,1911
0,253506,2439
0,243660,3209
0,211695,3278
0,200063,5090
0,155514,4771
0,132594,21155
0,270916,259369
0,265414,245170
0,266077,243574
0,252551,224064
0,258007,223418
0,252100,211119
0,262531,176547
0,277066,230518
0,272218,223435
0,170778,111205
0,99320,46988
0,15220,11963
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,50075,134
0,160891,577
0,219397,1784
0,257398,2487
0,243602,3191
0,211751,3465
0,182536,4324
0,170553,5161
0,131512,22681
0,123244,23378
0,86252,11804
0,68594,16103
0,248622,222282
0,264454,54871
0,253577,89343
0,275757,217007
0,266836,107904
0,262814,191359
0,258792,192158
0,238409,164517
0,246577,202276
0,31875,19133
0,3282,2286
0,0,0
0,50075,134
0,114875,467
0,146458,752
0,226710,2149
0,220535,2652
0,211751,3465
0,199955,4721
0,170563,5222
0,130235,23315
0,105175,14335
0,94795,19390
0,114547,42010
0,173519,7946
0,186300,19606
0,264239,39140
0,270032,34302
0,270054,60123
0,258703,102351
0,242864,77706
0,233365,95718
0,216995,103578
0,217052,166028
0,158559,115261
0,0,0
0,0,0
0,0,0
0,0,0
0,50075,134
0,253813,917
0,269313,1945
0,252548,2492
0,243544,2955
0,211807,3425
0,199903,4749
0,170513,5244
0,123831,17155
0,106070,15793
0,107672,24652
0,76278,16118
0,74492,25477
0,77848,40925
0,242162,186662
0,232223,171384
0,242527,164373
0,108180,75055
0,184985,118373
0,130288,99859
0,243640,224585
0,135281,123290
0,159652,103528
0,64076,37690
0,0,0
0,0,0
0,0,0
0,0,0
0,50075,134
0,172399,596
0,246836,1806
0,256073,2802
0,243602,3170
0,211751,3415
0,199957,4921
0,170461,5212
0,131426,4791
0,111140,20608
0,92779,17891
0,76019,23201
0,108330,66413
0,243989,207284
0,224771,168319
0,220444,164778
0,217634,155006
0,109633,73495
0,116563,82074
0,186722,139380
0,137828,129261
0,226245,224970
0,147,147
0,50075,134
0,243701,895
0,232908,1858
0,263466,2966
0,243602,3191
0,211751,3465
0,200450,5318
0,151457,4761
0,120827,6698
0,127427,27544
0,91959,25532
0,151676,94641
0,74786,23398
0,56927,18744
0,53345,18203
0,266237,115594
0,261231,60863
0,256814,84559
0,255077,236001
0,47882,14061
0,28112,11139
0,9473,4141
0,5949,3115
0,0,0
0,0,0
0,0,0
0,0,0
0,50075,134
0,171980,507
0,183811,1528
0,242274,2399
0,239747,3174
0,211695,3270
0,182482,4156
0,155519,4565
0,130826,4904
0,100699,7094
0,91195,18100
0,82262,25736
0,76596,31788
0,59051,28256
0,247079,194152
0,245400,161866
0,262665,205722
0,221388,63023
0,236423,69389
0,144176,123339
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,50075,134
0,262121,874
0,223532,1779
0,237440,2366
0,243544,2976
0,211807,3473
0,200503,5344
0,152952,4949
0,123444,16548
0,104292,15998
0,100000,16735
0,70526,19094
0,77057,31131
0,243933,178966
0,290006,257607
0,277557,108145
0,246137,240916
0,118694,98182
0,4426,2479
0,160,107
0,0,0
0,50075,134
0,235877,724
0,248658,1776
0,221612,2586
0,212575,2504
0,205876,3327
0,200063,4896
0,152140,22987
0,264025,249254
0,259889,243699
0,258023,235317
0,246668,219536
0,254094,220541
0,253269,210966
0,248917,205354
0,261947,47467
0,248636,79858
0,289431,76436
0,274174,99363
0,251712,195933
0,0,0
0,0,0
0,0,0
0,50075,134
0,263652,874
0,164274,797
0,169855,1729
0,243602,3206
0,120708,1909
0,168450,7854
0,161006,11514
0,240615,103842
0,163780,76373
0,132170,61940
0,100664,42689
0,85290,40112
0,109721,65139
0,278627,72112
0,277802,213373
0,256283,185442
0,289179,194209
0,260413,158879
0,235015,137233
0,144545,81625
0,63,63
0,50075,134
0,263136,904
0,256020,1903
0,257611,2451
0,237941,2820
0,211751,3431
0,199903,4862
0,151911,5335
0,127828,21215
0,259275,247279
0,263558,242554
0,264581,225015
0,262650,121886
0,260335,186933
0,257030,183632
0,267589,114128
0,258300,109274
0,249591,174925
0,251434,243606
0,250553,166853
0,21241,16196
0,99,80
0,50075,134
0,267926,878
0,266520,1986
0,263020,2594
0,243544,2976
0,211807,3473
0,182480,4057
0,171118,5911
0,130719,4741
0,99997,8719
0,94838,22796
0,84686,28021
0,82171,39063
0,120449,89074
0,252929,213336
0,251238,191208
0,242440,167638
0,247993,175050
0,188731,123080
0,223638,113466
0,252255,227444
0,110555,52097
0,231,66
0,50075,134
0,263818,874
0,254215,1845
0,234591,2764
0,160552,2230
0,137170,2032
0,124305,5594
0,176552,12568
0,143895,26495
0,256565,234362
0,252823,192330
0,255450,198204
0,244819,189338
0,244737,220425
0,255764,206082
0,273955,49813
0,273754,58613
0,130310,28909
0,235980,68586
0,251859,190760
0,175400,70170
0,0,0
0,0,0
0,0,0
0,0,0
0,50075,134
0,257270,869
0,256169,1934
0,250250,2761
0,243602,3170
0,211751,3415
0,199957,4921
0,170461,5212
0,131426,4791
0,102360,7441
0,114493,33376
0,95626,39721
0,110787,52710
0,258668,60801
0,252661,55436
0,252447,76297
0,111,95
0,50075,134
0,252543,817
0,241717,1892
0,235198,2356
0,228605,3066
0,211695,3278
0,200396,5114
0,139907,5293
0,140626,10560
0,111747,15594
0,128237,33762
0,251259,148291
0,275360,37023
0,273900,39856
0,139182,29496
0,292796,218768
0,277516,197853
0,288533,216177
0,250266,154599
0,168881,56600
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,50075,134
0,193469,624
0,212433,1675
0,261254,2547
0,243544,2955
0,211807,3443
0,199901,4618
0,152537,4324
0,152030,30250
0,112853,19342
0,94524,18029
0,97289,39024
0,104510,52375
0,253687,215127
0,264703,87906
0,274861,218710
0,292399,51864
0,259901,68216
0,250593,85238
0,27378,23149
0,10469,8902
0,0,0
0,0,0
0,0,0
0,0,0
0,50075,134
0,76168,254
0,218476,1824
0,211004,1829
0,243660,3209
0,211695,3278
0,182482,4131
0,142806,6770
0,129157,16889
0,133439,46023
0,113102,48271
0,118822,58485
0,262759,142063
0,269284,106835
0,299661,63790
0,291827,33690
0,274287,43383
0,261595,69499
0,250696,84354
0,214103,149404
0,79959,51365
0,0,0
0,0,0
0,0,0
0,50075,134
0,262608,874
0,250036,1792
0,249389,2757
0,243602,3152
0,211751,3431
0,167613,6708
0,177141,12549
0,134166,27827
0,142195,32534
0,109616,28198
0,84400,28383
0,71609,32666
0,63765,27194
0,79638,55057
0,48644,25162
0,77687,49491
0,266082,88562
0,110157,28883
0,40240,9206
0,34798,11370
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,50075,134
0,199309,670
0,136458,1063
0,212851,2181
0,175212,2470
0,211807,3473
0,200009,5019
0,155413,4596
0,129782,4704
0,109449,18654
0,96418,24108
0,76101,25551
0,72956,26526
0,56679,22658
0,49737,23387
0,57412,37008
0,273320,120127
0,276461,218331
0,288354,99039
0,267065,83952
0,264796,108339
0,130711,61668
0,0,0
0,0,0
0,0,0
0,50075,134
0,268904,942
0,261034,1906
0,264183,2422
0,243544,2955
0,211807,3425
0,182482,4132
0,155469,4255
0,133856,22454
0,147578,49956
0,260042,237071
0,259363,219941
0,268596,267313
0,289687,268083
0,285951,244501
0,276979,54234
0,274392,252612
0,379,5
0,79,5
0,50075,134
0,133028,501
0,186680,1459
0,261445,2333
0,208114,2495
0,211807,3473
0,200009,5019
0,170463,4974
0,141001,19081
0,102817,11682
0,88583,10356
0,66538,12513
0,76969,34222
0,74956,34750
0,55733,26624
0,71825,46761
0,244885,146288
0,239267,138982
0,202881,154740
0,252798,191613
0,240271,228040
0,27355,22446
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,50075,134
0,247173,904
0,265292,2039
0,251807,2066
0,243660,3207
0,198600,3084
0,152796,4259
